Thermocouple 0 (deg C)	Thermocouple 1 (deg C)	Thermocouple 2 (deg C)	Thermocouple 3 (deg C)
21.263	26.686	29.750	0.119
21.999	26.179	29.347	0.823
21.437	26.398	28.770	0.711
21.656	27.468	29.232	0.353
22.667	27.079	28.689	0.363
21.553	26.352	28.612	0.568
24.309	27.423	29.724	1.998
23.164	26.876	28.910	0.800
21.868	27.379	29.415	-0.003
21.600	28.698	30.116	1.270
21.159	26.686	29.006	-0.092
23.110	28.399	30.681	1.416
22.617	27.043	30.066	1.069
23.513	29.529	30.938	1.970
22.225	28.690	30.757	1.829
21.956	27.694	31.214	1.397
23.709	27.789	31.473	1.773
21.934	26.871	28.877	0.977
22.861	27.921	29.906	0.788
22.249	27.694	29.674	0.306
23.176	29.249	31.291	1.602
22.760	28.158	30.593	1.505
21.751	28.452	30.188	1.106
23.816	27.641	30.567	1.811
22.120	28.107	29.068	0.476
22.959	26.991	29.697	0.181
20.880	27.041	29.706	-0.379
20.964	27.039	27.997	-0.052
20.621	27.176	29.402	-0.157
22.384	26.087	29.243	0.044
22.228	29.044	30.609	1.180
22.230	27.425	30.149	0.507
22.891	27.215	30.282	1.086
22.794	28.735	30.808	1.091
22.560	27.277	30.886	1.104
20.830	26.046	28.205	0.066
21.497	25.871	28.554	0.009
23.362	28.739	31.015	0.797
21.287	26.588	27.957	-0.560
22.076	26.999	29.031	0.570
23.000	27.980	29.627	0.326
24.232	28.913	30.559	1.366
22.489	28.578	30.146	0.415
22.015	27.985	28.920	0.392
23.900	28.751	30.585	1.233
22.634	28.335	29.404	0.931
21.234	27.799	29.520	-0.071
23.324	28.477	29.817	0.679
21.783	27.966	28.851	0.393
22.102	26.346	28.881	-0.028
20.725	25.895	28.564	-0.577
23.306	26.407	29.107	0.106
22.458	27.729	30.026	-0.375
21.305	28.430	30.030	0.160
23.027	27.501	29.346	0.721
23.881	28.948	30.585	0.741
21.958	26.974	28.599	-0.615
21.049	25.624	28.765	-0.694
21.850	26.548	28.309	-0.371
23.289	28.834	30.108	0.459
21.185	25.919	29.310	-0.730
22.715	29.132	30.818	0.984
21.373	27.674	28.491	-0.663
21.326	25.625	28.041	-0.806
22.751	26.723	29.048	-0.169
20.643	26.264	28.766	-1.067
21.597	26.045	29.345	-0.540
22.631	25.426	28.707	-0.947
22.670	27.782	29.317	-0.086
22.600	29.180	31.322	0.584
23.515	28.438	30.611	0.212
22.518	28.862	29.641	0.331
23.172	29.412	30.534	0.885
21.891	26.457	28.957	-0.544
23.954	27.703	30.623	0.401
20.723	26.129	28.122	-1.248
22.882	28.127	31.117	0.510
22.942	26.879	28.580	-0.294
21.773	26.892	28.570	-1.078
22.778	26.894	29.833	-0.414
21.908	26.182	29.699	-0.640
23.599	27.948	30.154	0.307
21.040	27.446	29.030	-0.878
22.497	27.102	28.836	-0.879
22.917	26.966	31.005	0.100
22.136	26.667	28.676	-1.422
23.606	28.306	31.416	0.488
22.273	28.042	28.913	-0.556
22.861	27.103	29.090	-0.294
22.141	26.321	28.670	-1.579
23.721	26.693	29.544	-0.086
23.785	27.670	30.621	0.170
21.562	27.516	28.973	-1.509
22.079	26.599	29.161	-1.703
21.915	27.008	28.591	-1.509
20.977	27.710	29.445	-1.259
21.507	27.191	28.820	-1.547
21.350	27.107	28.985	-0.801
23.459	28.388	28.493	-0.617
22.654	28.178	30.093	0.104
22.515	26.335	28.213	-1.141
20.591	27.143	28.365	-1.490
22.833	28.798	30.334	-0.335
21.533	25.881	28.204	-1.163
21.708	25.167	29.444	-1.852
21.007	27.072	29.533	-1.412
20.671	27.426	28.201	-1.706
22.801	26.732	29.467	-1.517
22.445	27.042	27.920	-1.328
20.755	25.392	27.998	-1.787
22.793	27.335	29.664	0.140
21.941	27.788	30.549	-0.787
22.070	25.398	28.105	-1.867
22.217	25.837	28.657	-1.947
22.650	26.883	29.207	-0.565
22.323	26.029	27.374	-2.039
22.714	25.958	29.509	-1.381
23.332	28.365	31.245	-0.280
20.539	26.550	29.335	-1.981
22.938	27.731	28.900	-1.506
21.474	27.459	28.128	-1.254
22.657	27.384	30.554	-0.186
22.313	26.208	29.211	-1.702
21.643	25.616	27.629	-2.244
24.207	28.084	29.407	-0.191
22.574	29.242	29.680	-0.255
23.508	28.273	28.458	-1.192
22.950	27.718	28.317	-1.370
21.232	25.828	28.446	-1.624
21.973	26.972	28.825	-1.637
23.191	26.235	28.756	-1.329
23.545	28.729	30.041	-0.621
21.027	26.005	29.768	-1.593
23.456	27.422	30.501	-0.340
21.505	25.456	29.303	-2.337
23.211	28.028	29.474	-1.518
23.853	28.667	30.950	-0.591
21.532	26.118	28.108	-1.998
22.694	26.342	27.927	-1.828
23.068	27.801	30.209	-0.492
22.372	27.093	29.019	-1.733
21.702	27.203	29.993	-1.702
22.405	25.722	28.394	-1.998
20.462	25.625	27.328	-2.577
21.661	26.053	27.680	-2.174
23.048	28.495	29.874	-0.763
23.558	27.223	29.799	-1.300
21.062	27.021	28.286	-2.534
21.418	27.914	28.096	-1.860
23.259	28.634	29.570	-0.657
21.307	26.615	27.794	-2.279
21.084	27.179	27.732	-2.474
22.616	26.720	28.346	-2.267
21.559	25.712	29.397	-2.599
21.613	28.039	28.156	-1.756
23.099	27.841	30.998	-1.030
23.972	27.953	29.952	-0.836
22.068	28.458	29.390	-1.016
22.713	27.921	28.450	-1.906
22.521	27.269	28.150	-2.591
23.153	26.298	29.576	-1.896
22.107	26.900	28.447	-1.738
21.752	26.950	28.875	-1.518
21.467	26.842	29.024	-2.192
21.865	26.491	30.093	-1.659
21.803	26.674	28.713	-2.688
23.211	27.150	30.253	-1.413
22.905	28.150	29.791	-1.551
22.733	26.099	28.999	-2.436
21.444	26.534	30.028	-2.264
23.445	27.260	28.688	-1.679
21.141	25.942	28.165	-2.617
21.601	27.351	29.549	-2.230
20.407	25.245	28.492	-3.137
22.381	27.354	29.878	-1.708
22.789	26.940	29.549	-1.957
23.744	28.303	30.358	-1.086
22.449	27.282	28.643	-3.076
23.179	28.955	29.832	-1.386
24.037	28.012	28.964	-1.310
22.267	26.779	29.891	-2.449
22.817	25.675	29.480	-2.593
21.270	25.867	27.573	-2.939
21.228	26.393	29.881	-2.447
21.242	27.780	28.453	-2.731
22.603	25.787	29.704	-2.664
22.518	25.864	27.786	-2.576
23.400	26.873	28.737	-1.676
21.623	27.172	28.267	-2.440
23.223	27.705	30.341	-1.534
24.256	28.860	29.481	-1.331
22.017	26.579	28.511	-2.711
23.136	27.492	29.938	-2.217
21.629	26.528	28.575	-3.064
23.767	28.635	30.397	-1.235
21.880	25.360	28.081	-3.457
21.071	27.210	28.110	-3.357
22.309	26.886	30.239	-1.862
21.756	26.609	29.756	-2.435
23.011	26.675	28.302	-3.025
24.150	28.077	29.300	-1.380
23.507	27.604	29.989	-1.390
22.264	28.209	29.923	-1.909
21.428	27.582	28.433	-2.959
22.732	28.845	29.688	-1.547
23.061	26.775	29.190	-2.646
23.650	28.262	28.585	-2.438
22.366	27.880	29.205	-2.929
21.513	27.532	27.418	-3.376
21.570	25.624	29.332	-3.560
22.335	27.801	28.889	-2.632
23.324	27.786	29.606	-1.693
20.883	25.200	27.365	-3.767
23.191	27.517	30.651	-1.878
23.963	28.132	30.008	-1.970
21.397	26.224	29.167	-3.655
22.740	26.514	29.958	-2.694
23.061	26.195	29.814	-2.603
22.817	26.563	27.824	-3.119
22.583	27.318	29.587	-2.577
21.594	25.511	29.295	-3.486
24.473	29.042	30.667	-1.998
23.012	29.230	30.784	-1.807
21.794	26.708	29.526	-2.751
22.974	28.020	27.820	-3.089
22.957	28.580	30.492	-2.178
23.999	29.110	30.944	-1.753
21.510	27.978	28.813	-3.023
22.868	27.298	27.782	-3.598
22.916	26.397	29.429	-3.030
21.378	27.515	29.428	-3.460
21.696	27.116	29.199	-4.035
21.791	26.964	29.164	-3.544
24.006	27.212	29.974	-2.357
24.410	26.943	29.396	-2.086
21.848	26.514	29.950	-3.244
23.009	27.840	30.178	-2.511
22.596	26.408	27.133	-4.065
21.783	26.442	28.512	-3.123
21.943	27.678	27.827	-3.535
23.099	27.826	28.639	-2.963
21.838	27.794	30.137	-2.982
23.254	25.929	29.355	-3.482
22.554	28.207	30.966	-2.202
23.326	27.795	29.246	-3.614
21.334	27.303	28.830	-3.867
20.801	25.723	28.024	-4.375
24.415	28.365	28.940	-2.341
22.628	27.503	30.450	-2.851
22.744	26.367	28.632	-3.861
21.713	27.749	28.558	-3.565
20.969	25.639	27.162	-4.214
20.708	26.957	27.330	-4.241
22.286	26.393	29.058	-2.960
22.017	26.892	29.915	-3.459
22.489	27.312	29.641	-2.368
23.612	26.217	28.798	-3.352
22.023	25.399	29.317	-4.077
23.130	28.167	28.702	-3.277
21.876	25.751	28.892	-3.913
21.613	27.860	29.148	-3.390
24.101	28.880	30.156	-2.511
23.218	28.777	29.203	-2.597
21.925	27.094	28.263	-3.594
22.026	26.072	28.698	-4.197
24.019	28.572	30.288	-2.764
23.026	27.667	29.915	-3.004
22.861	28.604	29.971	-2.685
23.339	27.047	30.077	-2.845
21.251	26.345	26.901	-4.662
22.776	28.594	29.735	-2.759
24.551	28.655	29.747	-2.740
22.256	26.250	28.665	-3.628
22.706	27.672	29.822	-3.640
22.812	27.480	29.693	-3.587
23.382	27.491	29.883	-3.443
23.521	27.660	29.126	-3.912
23.504	28.005	29.291	-2.745
22.648	26.392	28.562	-3.684
22.108	26.363	28.625	-4.936
22.342	26.057	28.074	-4.559
21.739	26.569	27.855	-4.785
24.325	26.751	30.826	-3.008
21.416	25.880	29.085	-4.531
21.711	26.221	28.439	-4.471
22.420	27.993	29.248	-3.024
23.471	26.156	29.468	-4.168
22.768	26.646	27.863	-4.463
22.898	26.871	27.796	-4.809
21.810	28.137	29.695	-3.724
20.993	25.310	26.894	-4.932
22.522	26.306	28.797	-4.308
24.345	27.474	30.566	-3.246
22.118	27.627	30.131	-3.905
20.802	26.784	27.334	-4.969
22.431	27.319	28.566	-3.981
23.617	26.193	28.574	-3.845
22.650	26.766	29.549	-4.019
21.680	27.573	28.121	-4.381
22.956	27.089	28.553	-4.905
21.533	26.659	29.005	-4.379
21.551	27.380	29.148	-4.371
22.768	25.414	28.404	-5.046
22.233	27.239	28.646	-5.081
20.914	26.328	27.183	-5.191
21.659	26.718	27.707	-4.727
23.801	27.324	28.928	-3.832
23.238	26.941	30.474	-3.491
23.577	26.600	30.128	-3.759
22.704	26.699	28.907	-4.613
21.475	26.380	27.914	-5.063
22.368	25.839	28.211	-4.929
22.474	26.193	28.267	-5.192
22.674	25.667	27.509	-5.228
23.653	27.356	29.314	-4.090
22.549	28.431	30.086	-3.566
24.237	28.970	30.275	-3.439
24.153	27.196	28.806	-3.465
21.956	26.566	28.114	-4.193
23.828	28.292	30.483	-3.633
22.336	25.503	27.021	-5.285
23.321	26.320	27.861	-4.541
23.346	26.508	29.313	-4.732
23.275	26.875	29.565	-4.485
21.479	26.683	28.713	-5.488
22.518	27.993	29.867	-4.244
22.604	26.620	29.364	-4.195
24.487	27.098	29.255	-3.779
24.479	27.835	30.023	-3.661
23.795	26.694	29.184	-4.426
23.098	25.818	27.942	-4.838
23.158	27.274	28.557	-4.044
23.576	28.832	29.383	-3.802
24.042	28.908	30.596	-3.496
23.812	27.538	27.957	-4.487
23.091	27.437	29.974	-4.454
22.420	26.814	26.689	-5.797
23.228	27.241	28.159	-4.630
23.664	26.796	28.886	-4.019
22.091	26.459	28.454	-4.829
22.502	28.384	29.210	-4.066
23.500	28.038	29.589	-4.364
21.949	28.386	29.658	-4.476
24.351	28.761	30.486	-3.690
22.770	27.150	28.055	-5.084
23.945	27.861	30.419	-4.247
23.122	28.577	30.469	-3.737
21.020	25.542	27.702	-5.789
22.573	27.113	28.818	-4.537
22.539	24.936	28.105	-5.933
24.738	27.381	29.575	-3.867
22.640	27.698	28.661	-4.673
22.589	26.343	29.253	-5.572
23.335	28.290	29.587	-4.519
23.817	28.453	29.090	-4.256
24.240	27.780	28.310	-4.507
22.870	27.992	29.791	-4.973
22.112	27.195	28.192	-5.553
22.710	26.353	27.934	-5.562
22.882	26.575	30.033	-4.837
21.684	26.729	28.107	-5.474
22.613	25.116	26.685	-6.126
24.648	28.017	29.383	-4.225
22.519	26.324	28.916	-5.622
23.332	28.709	29.708	-4.252
22.794	26.677	28.542	-5.016
22.613	27.349	27.911	-4.932
21.989	27.364	28.537	-4.971
24.754	28.426	30.237	-4.237
23.204	25.650	29.379	-5.582
23.502	26.947	29.712	-5.183
22.445	26.791	29.065	-5.092
22.968	27.523	28.372	-5.240
23.977	28.541	29.329	-4.199
23.375	28.094	28.964	-4.929
22.990	26.720	27.591	-5.863
22.132	27.893	29.509	-5.231
24.236	26.964	28.759	-4.750
23.062	26.905	30.093	-4.737
22.790	26.029	28.997	-6.163
21.434	25.749	27.326	-6.019
21.930	27.488	28.079	-5.461
22.462	25.332	29.158	-5.925
20.967	25.637	27.566	-6.373
23.473	26.593	28.850	-4.790
23.420	27.508	27.745	-5.496
21.961	25.319	28.897	-6.322
21.298	25.692	27.189	-6.545
23.997	26.889	29.358	-5.337
22.504	27.783	28.984	-5.570
23.384	28.261	29.710	-5.139
23.953	26.740	28.927	-5.304
22.724	27.314	29.665	-4.796
23.560	26.375	29.090	-5.813
22.855	26.023	28.523	-5.960
22.625	26.736	29.128	-5.652
22.835	25.634	29.040	-6.048
23.425	26.249	29.798	-5.322
21.784	25.929	28.335	-5.668
23.083	28.217	28.661	-4.725
22.809	27.111	30.223	-4.614
22.173	25.937	27.882	-6.700
23.576	28.547	29.868	-4.942
22.578	27.278	26.896	-6.337
24.545	27.225	30.178	-4.848
22.502	25.567	26.675	-6.692
24.215	27.645	30.531	-4.847
22.514	27.862	27.922	-5.414
23.128	27.106	28.535	-4.953
22.512	26.615	28.716	-6.526
22.957	25.284	29.031	-6.482
22.821	26.073	28.140	-6.401
22.435	27.461	29.627	-5.611
22.453	26.240	27.978	-6.754
22.955	25.861	27.217	-6.198
23.115	25.979	28.451	-6.124
23.961	27.675	29.707	-5.047
23.174	27.261	29.227	-6.184
23.249	26.720	29.717	-5.673
24.140	27.111	28.928	-5.565
24.012	27.563	30.256	-5.057
21.071	26.410	27.709	-7.058
23.793	27.602	28.457	-6.044
23.056	27.176	29.007	-6.599
22.978	24.755	26.393	-7.100
22.357	26.666	28.287	-6.365
22.409	27.133	28.730	-5.389
23.088	25.110	27.005	-6.908
23.275	25.412	26.994	-6.670
22.818	27.300	28.293	-5.804
23.097	26.332	27.624	-6.050
24.048	27.547	28.514	-5.076
21.888	25.265	28.581	-7.041
23.252	26.195	27.475	-6.287
23.296	25.347	28.377	-6.812
23.299	28.100	28.315	-5.750
21.452	25.923	28.778	-6.937
24.479	28.544	29.712	-5.468
22.087	26.648	28.406	-7.394
22.925	25.455	29.221	-6.564
22.967	25.436	28.325	-6.560
22.526	26.806	28.070	-6.225
21.445	26.386	26.444	-7.257
23.128	27.194	28.835	-5.668
24.091	27.808	28.893	-5.190
24.515	26.907	29.858	-5.555
24.190	27.388	29.159	-5.234
22.388	26.698	28.637	-6.930
22.182	26.237	27.309	-6.777
22.478	27.189	28.026	-6.822
23.290	28.512	28.613	-5.277
24.699	28.148	30.074	-5.635
23.473	27.189	29.161	-6.760
22.241	27.315	29.366	-6.142
22.258	26.093	27.473	-6.815
22.587	26.066	29.418	-6.421
21.488	27.431	28.500	-6.860
21.773	25.275	27.942	-7.532
22.656	27.133	29.449	-6.079
21.550	25.631	27.654	-7.282
22.743	24.581	28.242	-7.742
22.649	28.094	29.724	-5.890
22.969	26.832	29.218	-5.502
22.845	28.235	29.063	-6.007
21.952	25.011	27.801	-7.617
23.078	27.603	28.042	-6.518
23.479	26.540	29.308	-6.219
23.447	25.788	26.786	-7.294
22.836	28.514	30.099	-5.717
24.329	27.529	29.137	-6.169
22.774	26.680	28.409	-6.471
22.252	27.089	27.550	-7.490
22.522	27.742	28.147	-6.021
23.803	26.120	27.402	-6.693
23.081	25.851	28.790	-6.584
21.489	25.006	28.612	-7.586
24.070	26.559	30.064	-6.129
22.045	27.052	27.360	-7.311
23.288	28.048	29.724	-5.996
23.652	28.851	30.493	-5.740
24.433	27.629	28.915	-6.401
23.748	27.775	27.669	-6.842
23.612	26.276	27.692	-7.008
24.216	28.006	29.988	-5.939
22.092	24.907	27.795	-7.902
23.954	26.591	28.300	-6.317
23.018	27.423	28.380	-6.052
22.974	24.680	27.626	-8.090
23.217	27.698	28.801	-6.203
24.856	26.829	30.042	-5.918
24.345	28.266	28.442	-5.844
22.702	26.586	27.766	-6.779
22.995	26.148	26.789	-8.043
22.622	25.501	26.894	-7.710
21.483	25.427	28.143	-8.196
24.476	27.272	29.595	-6.113
22.114	25.944	28.697	-7.754
23.080	27.694	30.024	-6.428
24.104	27.556	28.321	-6.827
22.143	26.700	27.557	-7.711
23.477	28.375	29.417	-6.554
21.260	26.893	27.425	-7.807
22.201	26.789	27.954	-7.727
23.312	27.712	28.505	-7.312
24.074	27.367	27.831	-6.963
21.640	26.229	27.859	-7.642
22.552	25.782	27.375	-7.569
24.985	27.208	30.053	-6.211
23.701	27.692	27.436	-6.960
25.025	27.332	30.391	-6.162
23.288	27.946	28.711	-6.856
23.034	27.604	27.981	-7.463
22.643	25.689	26.639	-8.007
22.917	25.847	27.756	-7.219
22.638	26.533	29.620	-6.987
21.950	26.724	28.583	-7.785
23.245	26.315	28.438	-7.752
24.432	27.913	28.386	-6.774
22.704	26.007	28.862	-7.104
24.921	27.384	28.383	-6.520
23.264	26.632	27.407	-7.917
23.673	27.806	28.161	-6.672
22.879	25.763	26.272	-8.407
22.496	27.107	29.082	-7.522
22.689	26.087	28.430	-8.179
22.723	28.462	28.871	-6.744
24.639	26.577	28.962	-6.687
22.960	26.981	27.715	-7.270
22.897	27.377	28.153	-7.192
24.968	27.090	29.940	-6.585
24.302	28.046	28.363	-6.540
23.302	26.809	27.459	-8.194
24.075	27.596	29.292	-7.302
23.782	27.366	27.614	-7.415
22.213	25.745	27.253	-7.537
22.447	25.364	27.025	-8.441
24.553	28.608	30.009	-6.660
22.895	27.402	28.899	-7.980
22.726	25.755	27.536	-7.545
22.949	26.602	29.571	-7.066
23.471	25.923	27.075	-8.034
23.440	26.997	26.986	-8.290
21.873	26.900	26.470	-8.593
21.447	25.696	26.832	-8.616
23.667	27.450	28.869	-6.982
22.959	25.816	28.451	-8.120
22.456	26.544	28.655	-7.238
24.206	27.433	28.579	-7.582
22.694	27.738	29.448	-7.413
24.436	26.812	29.577	-7.071
21.605	24.964	27.173	-8.728
24.912	28.139	28.030	-6.940
22.641	25.014	27.229	-8.440
24.082	27.774	29.886	-7.135
24.076	28.042	28.555	-7.043
23.926	27.163	29.412	-6.744
21.886	26.838	28.290	-8.248
23.218	26.543	27.330	-8.194
24.067	27.715	27.822	-7.637
23.862	26.037	28.314	-7.631
21.724	26.099	28.102	-8.669
21.726	25.009	27.110	-9.096
24.614	27.380	28.461	-6.833
24.355	27.421	28.374	-7.375
24.484	27.982	28.365	-7.635
24.904	28.271	28.816	-7.067
23.806	26.533	29.329	-7.022
23.040	27.918	29.828	-7.215
24.553	26.500	28.906	-7.721
23.428	26.260	28.302	-8.146
23.365	27.314	28.434	-7.426
23.025	25.831	28.625	-8.444
23.022	24.670	26.638	-9.193
23.330	26.141	28.174	-8.555
24.903	26.700	28.410	-7.371
22.351	26.714	26.614	-8.990
22.255	26.187	26.596	-8.739
22.628	26.194	28.233	-8.909
22.056	25.530	28.585	-8.697
21.793	27.362	28.774	-8.536
24.377	27.471	29.743	-7.475
25.003	28.643	30.142	-7.127
23.677	27.138	28.859	-7.397
21.957	26.251	27.956	-8.511
23.768	27.848	29.501	-7.196
23.216	27.142	27.673	-8.519
23.894	27.519	28.001	-7.973
23.507	25.321	27.132	-8.474
24.313	26.062	28.794	-7.833
22.399	25.870	27.973	-8.270
24.072	25.997	28.162	-8.425
21.760	26.200	27.874	-8.640
21.935	25.351	28.791	-8.558
22.383	26.006	28.144	-8.234
22.480	26.886	28.193	-8.094
23.017	26.191	28.250	-8.357
21.457	26.568	28.073	-9.057
22.434	25.281	26.210	-9.210
24.881	27.361	28.786	-7.380
24.251	26.116	28.489	-7.948
23.824	27.027	28.275	-8.734
23.897	27.008	28.897	-7.773
23.394	24.982	27.552	-9.372
24.124	26.136	26.991	-8.409
23.406	27.081	28.832	-7.415
22.005	25.704	27.595	-9.199
23.870	26.606	27.029	-8.802
22.717	26.104	27.457	-9.334
23.578	28.375	29.328	-7.633
23.213	26.340	28.385	-8.138
21.836	26.935	27.032	-8.856
23.837	26.837	28.523	-8.952
24.626	28.021	28.804	-8.018
22.953	26.134	26.669	-9.574
23.015	26.098	26.558	-9.035
22.118	26.358	27.868	-8.997
23.719	26.368	27.042	-8.961
22.997	27.159	27.992	-8.884
21.958	25.310	26.858	-9.295
22.542	25.482	27.910	-9.505
23.832	27.880	28.440	-8.351
23.349	26.679	28.088	-8.227
23.607	27.280	27.252	-8.841
25.036	27.826	27.926	-8.006
23.765	25.854	28.789	-8.578
22.730	26.484	26.754	-9.188
23.506	25.367	27.706	-9.614
21.785	26.107	27.850	-9.337
24.425	26.840	28.177	-7.875
23.463	26.142	26.764	-9.629
22.490	26.153	27.519	-9.891
23.264	27.264	28.600	-8.886
23.517	26.902	27.942	-8.943
22.982	27.947	29.578	-8.039
23.137	26.482	27.415	-9.757
23.186	25.096	27.250	-9.496
22.573	27.024	27.942	-8.548
23.820	27.467	28.428	-8.142
22.939	25.603	26.611	-9.193
24.310	26.895	27.804	-8.999
25.199	26.734	29.182	-8.054
24.031	26.458	28.512	-8.246
23.608	27.175	28.912	-8.792
23.967	27.025	27.744	-9.257
23.439	27.126	28.911	-8.606
24.394	28.573	29.766	-8.027
24.136	28.619	29.183	-7.918
22.722	27.206	28.034	-9.457
23.226	25.014	26.689	-9.794
21.119	25.430	26.658	-10.177
23.809	26.754	27.938	-8.003
22.620	27.900	28.995	-8.737
24.735	27.148	28.530	-8.360
22.672	25.552	27.767	-9.691
23.035	25.908	27.412	-8.745
24.327	27.621	28.315	-9.079
24.356	25.791	27.224	-8.760
23.353	25.940	28.434	-9.301
23.443	25.840	27.706	-9.576
23.445	26.509	28.491	-8.284
23.940	27.514	26.752	-9.262
24.101	25.960	26.782	-9.156
24.104	27.295	27.989	-8.860
24.300	26.031	27.345	-9.221
23.942	27.054	28.300	-8.253
24.151	25.978	27.566	-9.316
24.330	28.016	28.870	-8.543
24.190	25.635	28.055	-9.329
24.390	27.076	27.795	-8.551
24.388	27.309	27.678	-8.367
23.177	26.880	27.510	-9.620
24.666	28.456	28.900	-8.300
21.586	24.924	27.806	-10.370
24.679	27.588	28.771	-8.522
23.823	26.882	28.475	-8.488
22.855	25.439	26.911	-9.659
24.468	26.733	28.423	-8.288
22.203	25.881	25.923	-10.546
21.704	25.474	26.009	-10.120
23.631	26.136	27.039	-9.556
24.432	27.951	29.119	-8.749
24.581	27.144	29.025	-8.835
22.874	25.670	27.878	-9.375
23.357	26.932	28.204	-9.553
21.453	25.181	26.437	-10.598
21.762	26.660	27.663	-9.960
21.876	24.936	27.033	-10.425
24.071	27.629	27.205	-9.127
22.260	25.322	28.272	-9.799
22.862	26.962	28.015	-9.805
23.959	26.547	27.216	-9.758
22.046	25.330	27.567	-9.995
25.490	27.026	29.170	-8.492
22.998	27.427	27.620	-8.997
22.836	25.903	26.482	-10.407
22.860	26.914	29.198	-9.095
22.309	25.879	28.055	-9.575
24.396	27.825	27.371	-8.817
23.356	27.757	28.837	-9.291
22.383	27.017	26.379	-10.009
22.861	27.287	28.291	-9.905
21.861	24.197	27.402	-10.882
24.801	26.608	28.398	-8.879
21.602	24.266	25.825	-10.851
22.129	26.335	27.414	-10.908
22.780	27.121	27.644	-9.797
24.849	26.401	27.268	-9.175
23.706	24.930	27.066	-10.149
23.764	26.258	26.252	-10.302
23.053	26.783	29.116	-9.126
23.053	25.113	27.069	-10.059
22.734	25.821	28.514	-9.918
21.874	25.570	26.580	-10.248
22.624	27.091	27.537	-9.893
23.003	24.584	26.120	-10.553
22.398	26.762	26.151	-10.418
23.350	25.263	26.833	-10.238
24.553	28.271	28.992	-9.040
23.314	27.141	27.314	-9.185
22.231	26.245	25.566	-11.066
21.943	26.573	27.698	-10.698
22.407	26.243	25.377	-11.126
23.621	25.451	25.819	-10.841
23.195	25.846	27.518	-9.649
24.706	25.779	27.896	-9.715
23.588	25.093	26.702	-10.726
24.471	28.049	28.827	-8.979
23.733	26.272	27.977	-9.609
24.002	25.994	28.720	-9.439
23.245	25.337	27.331	-9.995
22.516	25.841	27.039	-9.762
22.310	24.860	26.488	-11.065
24.669	27.424	27.645	-9.880
23.692	26.938	27.972	-10.003
22.687	25.166	26.261	-10.544
24.487	26.620	27.687	-9.470
24.110	27.324	28.539	-8.997
23.000	27.780	28.658	-9.741
21.451	25.800	27.401	-10.985
23.244	26.943	27.564	-10.496
23.288	27.084	26.372	-10.321
22.627	27.371	26.953	-10.223
23.399	26.730	27.246	-9.268
22.707	27.530	27.678	-9.771
22.761	25.963	27.601	-9.972
22.802	25.401	26.425	-10.528
22.691	25.742	27.159	-9.919
24.426	27.921	28.507	-9.577
23.160	25.898	25.964	-11.350
23.982	27.252	29.037	-9.664
22.919	26.020	27.764	-9.813
23.808	27.195	27.173	-9.362
22.519	24.639	26.306	-11.122
23.417	25.806	27.702	-10.524
24.660	26.978	28.152	-10.046
23.759	27.678	29.104	-9.252
23.131	26.144	27.176	-9.522
25.084	27.833	28.754	-9.225
22.686	26.049	27.944	-10.844
22.981	25.800	27.035	-10.465
24.543	27.486	27.882	-9.728
22.761	26.929	26.346	-10.797
23.266	24.374	26.005	-11.317
24.293	26.866	28.719	-9.454
24.390	26.980	26.880	-9.931
24.088	27.196	28.077	-9.822
22.124	24.910	27.632	-11.208
24.943	26.182	28.437	-9.684
23.968	26.225	27.782	-9.339
23.530	26.398	26.927	-9.917
23.325	27.113	27.054	-10.591
22.988	27.022	28.322	-10.247
24.162	25.819	26.574	-10.553
23.661	24.575	25.556	-11.261
21.628	24.733	26.473	-11.707
22.002	24.385	27.044	-11.651
22.189	25.699	25.556	-11.318
23.934	27.537	28.237	-9.455
24.094	26.610	29.315	-9.460
23.137	27.293	28.032	-9.757
24.044	25.307	27.383	-10.425
24.538	25.800	27.893	-10.229
24.433	26.030	28.459	-10.115
22.816	26.062	27.380	-11.201
22.253	25.578	25.473	-11.397
23.092	26.273	27.008	-11.518
23.952	26.276	28.181	-10.559
23.139	26.794	26.910	-10.597
23.714	25.709	27.330	-11.041
22.470	25.135	25.584	-11.511
23.827	25.407	26.287	-10.596
23.703	28.030	28.040	-9.971
23.117	25.666	28.171	-10.641
23.037	26.132	26.121	-10.707
21.709	25.187	26.584	-11.858
22.173	25.841	27.238	-11.318
22.511	25.164	27.581	-10.998
24.306	26.475	26.970	-10.089
25.309	27.910	28.375	-9.883
23.891	25.701	27.083	-10.921
24.056	27.829	26.798	-10.238
22.841	25.140	27.103	-11.083
23.544	25.353	27.215	-10.622
22.483	26.055	27.573	-11.083
24.409	27.783	27.461	-10.341
24.658	27.416	27.128	-10.026
22.544	24.499	25.247	-12.000
21.609	26.089	25.192	-11.987
23.430	25.569	27.856	-11.282
22.875	26.326	27.103	-11.641
24.021	26.623	26.982	-10.056
23.781	27.091	27.028	-11.114
23.814	25.928	28.459	-10.503
21.982	24.707	26.211	-11.851
23.994	26.850	27.791	-10.320
24.819	26.009	26.597	-10.607
25.325	26.171	27.135	-10.159
23.420	24.609	27.110	-12.106
22.033	24.956	24.928	-12.106
23.273	26.745	27.305	-10.549
21.796	24.034	26.994	-12.186
24.530	25.309	27.534	-10.849
24.383	26.860	29.126	-9.952
