Timestamp,10/20/2016 11:25:54 AM
Interval,0.000390625
Channel Name,"Sensor 0"
Unit,"V"
0,0.00096895467399999997
0.000390625,0.00086767292799999997
0.00078125,0.0023515115200000002
0.001171875,0.003029367061
0.0015625,0.00099763083099999993
0.001953125,-0.0098791745059999998
0.00234375,0.0045925226830000002
0.002734375,-0.0059267458879999997
0.003125,-0.0069206492869999994
0.003515625,-0.0028205689669999999
0.00390625,-0.0067199161880000004
0.004296875,-0.0082025345179999997
0.0046875,-0.0084862454330000003
0.005078125,-0.005560057157
0.00546875,-0.0059127128750000001
0.005859375,-0.0041555355949999999
0.00625,-0.0061891022180000001
0.006640625,-0.0057705523520000003
0.00703125,-3.2880427999999913E-05
0.007421875,0.0055272433750000001
0.0078125,0.0062648917540000003
0.008203125,-0.001179316577
0.00859375,0.010774369975
0.008984375,0.0077200541890000002
0.009375,-0.00232819325
0.009765625,0.0050446297539999997
0.01015625,0.003878669413
0.010546875,0.0089842456209999998
0.0109375,0.0086797902520000005
0.011328125,0.011850641059
0.01171875,0.0064436601370000002
0.012109375,0.0061373743749999999
0.0125,-0.00016405859300000014
0.012890625,0.0030476709910000001
0.01328125,0.0044052124659999994
0.013671875,0.00010500917800000003
0.0140625,0.00036187432900000008
0.014453125,-0.0047668868570000002
0.01484375,-0.0085008885769999997
0.015234375,-0.0081165060470000001
0.015625,-0.0025923799729999997
0.016015625,-0.014021353864999999
0.01640625,-0.0076412139979999995
0.016796875,-0.011078081921
0.0171875,-0.0073330978429999999
0.017578125,-0.010123226906
0.01796875,-0.0032250858200000001
0.018359375,-0.0052934299100000004
0.01875,-0.0021829820719999997
0.019140625,-0.0080853893659999995
0.01953125,0.0022978199919999999
0.019921875,-0.00088218277999999994
0.0203125,-2.0677808000000002E-05
0.020703125,0.0047005158699999997
0.02109375,0.0070031502640000003
0.021484375,0.0028347352719999999
0.021875,0.00024533930800000009
0.022265625,0.0030128935240000001
0.02265625,0.0046645181410000002
0.023046875,0.01042354465
0.0234375,0.007602909037
0.023828125,0.010522385872
0.02421875,0.0053997259960000005
0.024609375,0.0052935632019999995
0.025,-0.0001140278509999999
0.025390625,0.0027847045300000003
0.02578125,0.0067786220560000004
0.026171875,-0.0051598112209999998
0.0265625,0.0023014807780000002
0.026953125,-0.006699171734
0.02734375,-0.014082977096
0.027734375,-0.0051280844090000003
0.028125,-0.00097004164400000007
0.028515625,-0.0059383383770000003
0.02890625,-0.0075692185400000004
0.029296875,-0.0081512835139999993
0.0296875,-0.0080426801959999992
0.030078125,-0.0039969015349999998
0.03046875,-0.0043245418820000003
0.030859375,-0.0056564578549999998
0.03125,-0.0073434700700000001
0.031640625,-0.0023263628569999998
0.03203125,-0.00093892496299999989
0.032421875,-0.00023117300299999987
0.0328125,0.0068481769899999996
0.033203125,0.00046620672999999994
0.03359375,0.011299082635000001
0.033984375,0.0015559006960000001
0.034375,0.0064808781280000002
0.034765625,0.0053185785729999999
0.03515625,0.006015348175
0.035546875,0.011732885776000001
0.0359375,0.01186955512
0.036328125,0.010523606134
0.03671875,0.0064912503550000004
0.037109375,0.002300870647
0.0375,-0.0005667450529999998
0.037890625,0.001780428904
0.03828125,-0.00041909335100000005
0.038671875,-0.0042909846769999998
0.0390625,0.00200373685
0.039453125,-0.00050146103599999978
0.03984375,-0.010495406816000001
0.040234375,-0.00063446959400000015
0.040625,-0.0030182514110000001
0.041015625,-0.0086857582699999998
0.04140625,-0.0088687975699999998
0.041796875,-0.012418539728
0.0421875,-0.009116510756
0.042578125,-0.0039908002249999996
0.04296875,-0.0035588274769999999
0.043359375,-0.0075582361819999996
0.04375,-0.0079554314630000001
0.044140625,-0.0023330742979999998
0.04453125,0.0032496243519999999
0.044921875,-0.0031292952530000001
0.0453125,0.010575467268999999
0.045703125,0.0023252758870000003
0.04609375,0.011514458878000001
0.046484375,0.0037340683659999999
0.046875,-0.0027650470460000003
